line,Trait,trait_value,Reference,# lines measured,Sex,Life_stage,Trait guild,Trait description,study_ID,Pooled,Trait_nice,Trait_ID
138,fitness.late.life.m,2.265149388288562,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
142,fitness.late.life.m,-0.12484059633190446,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
153,fitness.late.life.m,-0.05122609649760042,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
158,fitness.late.life.m,-0.4591734955793678,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
161,fitness.late.life.m,0.17136844300137036,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
176,fitness.late.life.m,-2.7310829904656164,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
181,fitness.late.life.m,-0.5172598954486234,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
195,fitness.late.life.m,0.5639536321177159,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
208,fitness.late.life.m,0.947523281254354,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
217,fitness.late.life.m,-0.12371779633443174,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
228,fitness.late.life.m,-1.7860635925927235,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
229,fitness.late.life.m,-1.0887269941623308,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
235,fitness.late.life.m,0.7396722617221978,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
237,fitness.late.life.m,-0.07896079643517348,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
239,fitness.late.life.m,-1.9677588921837528,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
280,fitness.late.life.m,-0.7662034948882861,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
301,fitness.late.life.m,0.5221093622119015,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
303,fitness.late.life.m,-0.24760139605558704,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
306,fitness.late.life.m,-1.5475990931294736,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
307,fitness.late.life.m,-0.16253829624705218,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
309,fitness.late.life.m,-0.42012709566725576,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
313,fitness.late.life.m,0.7516157216953148,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
319,fitness.late.life.m,0.01768535334728952,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
320,fitness.late.life.m,0.17220493299948755,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
321,fitness.late.life.m,-0.01051889658922664,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
324,fitness.late.life.m,1.3630675703190218,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
332,fitness.late.life.m,-0.02976969654589578,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
338,fitness.late.life.m,0.927683381299011,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
350,fitness.late.life.m,0.12247656311141912,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
352,fitness.late.life.m,0.03189496331530567,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
356,fitness.late.life.m,0.3552402925875005,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
357,fitness.late.life.m,-0.8259233947538649,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
360,fitness.late.life.m,-1.348104193578509,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
361,fitness.late.life.m,-0.1749773962190535,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
362,fitness.late.life.m,0.6973766518173994,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
367,fitness.late.life.m,-2.4802182910302784,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
370,fitness.late.life.m,0.14089193306996872,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
371,fitness.late.life.m,1.680784699603885,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
373,fitness.late.life.m,-0.5606078953510532,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
375,fitness.late.life.m,0.8481789114779645,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
379,fitness.late.life.m,0.7102062217885218,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
380,fitness.late.life.m,0.816203361549937,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
382,fitness.late.life.m,0.7715335116504827,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
383,fitness.late.life.m,-0.3944549957250401,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
385,fitness.late.life.m,-1.2469999938060805,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
391,fitness.late.life.m,-0.6229516952107259,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
392,fitness.late.life.m,-0.318612495895751,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
395,fitness.late.life.m,1.08183377095204,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
397,fitness.late.life.m,-0.6693218951063531,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
399,fitness.late.life.m,-0.4471932956063336,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
405,fitness.late.life.m,0.8523185314686468,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
406,fitness.late.life.m,-0.41641719567560626,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
427,fitness.late.life.m,-0.7846504948467645,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
437,fitness.late.life.m,-0.2436697960644365,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
439,fitness.late.life.m,0.32058265266551,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
440,fitness.late.life.m,1.1835390507231156,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
441,fitness.late.life.m,1.2303545406177403,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
443,fitness.late.life.m,0.27415449277001325,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
461,fitness.late.life.m,-0.252487996044588,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 14-15 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (M),337
